# List of first names and gender from ftp://ftp.heise.de/pub/ct/listings/0717-182.zip
# Copyright (c): 2007-2008: Jörg MICHAEL, Adalbert-Stifter-Str. 11, 30655 Hannover, Germany
# License: GFDL-1.2-or-later
###########################################################################################
Franke;the Netherlands:?M:1,East Frisia:?M:1;
Frankie;Great Britain:?:1,U.S.A.:?:3,Malta:?:4,Belgium:?:2;
Franklim;Portugal:M:1;
Franklin;U.S.A.:M:4,Belgium:M:1,the Netherlands:M:2,Swiss:M:1;
Franklyn;U.S.A.:M:1;
Frankmut;Germany:M:1;
Franko;East Frisia:M:2,Austria:M:1,Croatia:M:2;
Franky;Malta:M:2,Belgium:M:5,Luxembourg:M:2;
Franny;the Netherlands:F:1;
Frano;Croatia:M:5;
Frans;Malta:M:4,Belgium:M:7,the Netherlands:M:7,Finland:M:4;
Fransien;the Netherlands:F:1;
Fransje;the Netherlands:F:1;
František;Czech Republic:M:10,Slovakia:M:9;
Františka;Czech Republic:F:5,Slovakia:F:4;
Frants;Denmark:M:2;
Frantz;Denmark:M:2;
Frantzeska;Greece:F:2;
Frantzisko;Spain:M:1;
Franya;Bulgaria:F:1;
Franz;Belgium:M:4,Luxembourg:M:3,East Frisia:M:6,Germany:M:7,Austria:M:10,Swiss:M:7;
Fränze;Germany:F:1;
Franzi;Germany:F:1,Austria:F:1;
Fränzi;Germany:F:1,Austria:F:1,Swiss:F:3;
Franziska;East Frisia:F:4,Germany:F:5,Austria:F:7,Swiss:F:7;
Franziskus;Germany:M:1,Austria:M:1;
Franzl;Germany:M:1,Austria:M:1;
Franzpeter;Germany:M:1;
Franzsepp;Swiss:M:1;
Fraser;Great Britain:M:2,Ireland:M:2;
Frasier;U.S.A.:M:1;
Frasina;Romania:F:2;
Frauke;the Netherlands:F:1,Germany:F:4,Austria:F:1,Swiss:F:1,East Frisia:?F:5;
Fraukea;East Frisia:F:3;
Fraukeline;East Frisia:F:1;
Fraukje;the Netherlands:F:1;
Frauko;East Frisia:M:1;
Frayda;Israel:F:2;
Fraydoun;Arabia/Persia:M:1;
Frazão;Portugal:M:1;
Frazer;Great Britain:M:1;
Fre;the Netherlands:M:1;
Fré;the Netherlands:M:1;
Frea;the Netherlands:F:1;
Freark;the Netherlands:M:1;
Fred;Great Britain:M:4,Ireland:M:1,U.S.A.:M:5,the Netherlands:M:6,East Frisia:M:4,Germany:M:4,Austria:M:2,Swiss:M:4,Norway:M:3,Sweden:M:2,Estonia:M:2,Albania:M:2;
Freda;Ireland:F:1,U.S.A.:F:2,the Netherlands:F:1,East Frisia:F:1,Austria:F:1,Albania:F:1;
Freddi;Denmark:M:1;
Freddie;Great Britain:?M:1,U.S.A.:?M:4,Malta:?M:2,the Netherlands:?M:3,Denmark:?M:2,Norway:?M:2,Sweden:?M:1;
Freddy;France:M:3,Belgium:M:7,Luxembourg:M:2,the Netherlands:M:4,East Frisia:M:2,Germany:M:1,Swiss:M:3,Denmark:M:5,Norway:M:3,Sweden:M:2,Great Britain:?M:2,U.S.A.:?M:2;
Frede;Denmark:M:5;
Frederic;Great Britain:M:1,Ireland:M:2,U.S.A.:M:1;
Frédéric;France:M:8,Belgium:M:7,Luxembourg:M:6,Swiss:M:5;
Frederica;France:F:1,Belgium:F:1,Swiss:F:1;
Frederick;Great Britain:M:7,U.S.A.:M:5,Malta:M:3,Luxembourg:M:1,Denmark:M:1;
Frédérick;France:M:2,Belgium:M:3;
Fredericke;East Frisia:F:1;
Frederico;Portugal:M:4;
Frederieke;the Netherlands:F:1;
Frederik;Belgium:M:2,the Netherlands:M:2,East Frisia:M:1,Denmark:M:5,Norway:M:1,Albania:M:5;
Frederika;the Netherlands:F:1,East Frisia:F:1,Sweden:F:1,Macedonia:F:1;
Frederike;the Netherlands:F:1,East Frisia:F:1;
Frederikke;Norway:F:1;
Frederikus;East Frisia:M:1;
Frederique;Belgium:?F:2,the Netherlands:?F:1;
Frédérique;France:F:5,Belgium:F:3,Luxembourg:F:4,Swiss:F:2;
Fredi;East Frisia:M:3,Swiss:M:4,Croatia:M:1,Albania:M:4;
Frediana;Italy:F:1;
Frediano;Italy:M:1;
Fredo;East Frisia:M:3;
Fredric;U.S.A.:M:1;
Fredrick;Great Britain:M:2,U.S.A.:M:3,Malta:M:1;
Fredrik;Denmark:M:2,Norway:M:6,Sweden:M:8,Finland:M:3;
Fredrika;Sweden:F:3;
Fredrikk;Norway:M:1;
Fredu;Malta:M:1;
Fredy;East Frisia:M:1,Swiss:M:5,Denmark:M:1;
Free;the Netherlands:?:1;
Freeda;U.S.A.:F:1;
Freek;Belgium:M:1,the Netherlands:M:4;
Freeman;U.S.A.:M:1;
Freerich;East Frisia:M:1;
Freerk;the Netherlands:M:2,East Frisia:M:3;
Freerkje;the Netherlands:F:1;
Freida;U.S.A.:F:1;
Freideriki;Greece:F:4;
Freimund;Germany:M:1;
Freimut;Germany:M:1,Austria:M:1;
Freimuth;Germany:M:1,Austria:M:1;
Freiwald;Germany:M:1;
Frej;Finland:M:1;
Freja;Denmark:F:2;
Freke;the Netherlands:?F:1;
Frens;the Netherlands:M:1;
Frerich;East Frisia:M:5;
Frerk;East Frisia:M:2;
Freya;Great Britain:F:1,Germany:F:1,Austria:F:1;
Freydís;Iceland:F:3;
Freygerður;Iceland:F:1;
Freyja;Iceland:F:5;
Freyr;Iceland:M:8;
Freysteinn;Iceland:M:2;
Fricis;Latvia:M:2;
Frid;Norway:F:2;
Frida;Italy:F:1,East Frisia:F:2,Germany:F:1,Denmark:F:3,Norway:F:1,Sweden:F:5,Slovakia:F:1,Albania:F:5,Armenia:F:1,Israel:F:4,India:F:1,Sri Lanka:F:1;
Fríða;Iceland:F:5;
Friðberg;Iceland:M:3;
Friðbert;Iceland:M:2;
Friðbjörg;Iceland:F:3;
Friðbjörn;Iceland:M:3;
Friðborg;Iceland:F:1;
Friðdóra;Iceland:F:1;
Fridegund;Germany:F:1;
Friderich;East Frisia:M:1;
Friderika;Germany:F:1;
Friderike;Germany:F:1;
Frideriki;Greece:F:4;
Friðfinnur;Iceland:M:3;
Friðgeir;Iceland:M:4;
Friðgerður;Iceland:F:2;
Fridi;Swiss:F:1;
Friðjón;Iceland:M:4;
Friðleifur;Iceland:M:2;
Friðmar;Iceland:M:1;
Friðmey;Iceland:F:1;
Friðný;Iceland:F:2;
Frido;Italy:M:1,East Frisia:M:2;
Fridolin;East Frisia:M:1,Germany:M:1,Austria:M:2,Swiss:M:4;
Fridolina;Austria:F:1;
Fridoline;Germany:F:1,Austria:F:1;
Fridrich;East Frisia:M:2,Slovakia:M:4;
Friðrik;Iceland:M:7;
Friðrika;Iceland:F:3;
Friðrikka;Iceland:F:2;
Fridthjof;Denmark:M:1;
Fridtjof;Norway:M:2;
Friðþjófur;Iceland:M:3;
Fridtjov;Norway:M:1;
Friðþór;Iceland:M:1;
Fridulf;Germany:M:1;
Fríður;Iceland:F:3;
Fridy;Swiss:F:1;
Fried;Germany:M:1;
Frieda;Belgium:F:5,the Netherlands:F:3,East Frisia:F:6,Germany:F:4,Austria:F:6,Swiss:F:6;
Friedbald;Germany:M:1;
Friedberg;Germany:M:1;
Friedbert;East Frisia:M:2,Germany:M:2,Austria:M:1,Swiss:M:1;
Friedburg;Germany:F:1;
Friedchen;East Frisia:F:2;
Friede;East Frisia:?F:2;
Friedebert;Germany:M:1;
Friedeborg;Germany:F:1;
Friedeborn;Germany:M:1;
Friedeburg;East Frisia:F:1,Germany:F:1;
Friedegard;Germany:F:1,Austria:F:1;
Friedegund;Germany:F:1;
Friedegunde;Germany:F:1;
Friedel;Swiss:M:1,East Frisia:?M:3,Germany:?M:2,Austria:?:1;
Friedeltraud;East Frisia:F:1;
Friedemann;East Frisia:M:1,Germany:M:2,Austria:M:1,Swiss:M:1;
Friedemar;Germany:M:1;
Frieder;East Frisia:M:2,Germany:M:2,Austria:M:1,Swiss:M:1;
Friederich;East Frisia:M:1;
Friedericke;East Frisia:F:1;
Friederieke;East Frisia:F:1;
Friederika;East Frisia:F:1,Austria:F:1;
Friederike;East Frisia:F:4,Germany:F:4,Austria:F:6,Swiss:F:1;
Friederikus;East Frisia:M:1;
Friederun;Germany:F:1,Austria:F:1;
Friedewald;Germany:M:1;
Friedgard;East Frisia:F:1,Germany:F:1;
Friedhard;East Frisia:M:1,Germany:M:1;
Friedhardt;Germany:M:1;
Friedhart;East Frisia:M:1,Germany:M:1;
Friedhelm;East Frisia:M:5,Germany:M:5,Austria:M:1,Swiss:M:1;
Friedhild;Germany:F:1;
Friedhilde;Germany:F:1,Austria:F:1;
Friedhold;East Frisia:M:1,Germany:M:1;
Friedhorst;East Frisia:M:1;
Friedi;Swiss:F:1;
Friedjörg;Germany:M:1;
Friedl;Austria:?M:3,Germany:?:1;
Friedlenchen;Germany:F:1;
Friedlieb;Germany:M:1;
Friedlies;Germany:F:1;
Friedliese;Germany:F:1;
Friedlind;Germany:F:1;
Friedlinde;East Frisia:F:1,Germany:F:1,Austria:F:1;
Friedmar;Germany:M:1;
Friedmut;Germany:M:1;
Friedmuth;Germany:M:1;
Friedo;East Frisia:M:2;
Friedolf;Germany:M:1;
Friedolin;Germany:M:1,Austria:M:1;
Friedolina;Austria:F:1;
Friedoline;Germany:F:1,Austria:F:1;
Friedrich;East Frisia:M:7,Germany:M:6,Austria:M:8,Swiss:M:4;
Friedrick;East Frisia:M:1;
Friedrika;East Frisia:F:1;
Friedrike;East Frisia:F:1;
Friedrun;Germany:F:1,Austria:F:1;
Friedus;the Netherlands:M:1;
Friedwald;East Frisia:M:1,Germany:M:1;
Friedwin;Germany:M:1;
Friedy;Swiss:F:1;
Frieling;East Frisia:M:1;
Frieso;East Frisia:M:1;
Frigga;Germany:F:1,Austria:F:1;
Frigyes;Hungary:M:4;
Frímann;Iceland:M:4;
Frine;Italy:F:1;
Friso;the Netherlands:M:2,East Frisia:M:2;
Frithiof;Denmark:M:1;
Frithjof;Germany:M:1;
Frits;Belgium:M:1,the Netherlands:M:5,Denmark:M:4,Sweden:M:1;
Fritz;East Frisia:M:6,Germany:M:5,Austria:M:6,Swiss:M:7,Denmark:M:3,Norway:M:3,Sweden:M:2;
Fritzi;Germany:F:1;
Frode;Denmark:M:4,Norway:M:6;
Fróði;Iceland:M:2;
Frodo;the Netherlands:M:1;
Frohlinde;Germany:F:1;
Frohmund;Germany:M:1;
Frohmut;Germany:?:1;
Frohwald;Germany:M:1;
Fronka;Bulgaria:F:1;
Frosa;Romania:F:1;
Frosica;Romania:F:1;
Frosti;Iceland:M:3;
Frouk;the Netherlands:F:1;
Frouke;the Netherlands:?F:1,East Frisia:?:1;
Froukje;the Netherlands:F:4,East Frisia:F:1;
Frouwa;East Frisia:F:1;
Frouwe;East Frisia:F:1;
Frouwktje;the Netherlands:F:1;
Frowin;Germany:M:1;
Frowine;Germany:F:1;
Frøydis;Norway:F:3;
Fruma;Israel:F:2;
Frumah;Israel:F:2;
Frunze;Armenia:M:5;
Frusina;Romania:F:3;
Frutuosa;Portugal:F:1;
Frutuoso;Portugal:M:2;
Fruzsina;Hungary:F:6;
Fryderyk;Poland:M:2;
Fryni;Greece:F:1;
Fu;China:?:4;
Fuad;Bosnia and Herzegovina:M:6,Montenegro:M:4,Azerbaijan:M:8,Arabia/Persia:M:7;
Fuada;Bosnia and Herzegovina:F:1;
Fu-An;China:?:1;
Fu An;China:?:1;
FuAn;China:?:1;
Fuat;Albania:M:4,Turkey:M:5;
Fu-Bin;China:?:1;
Fu Bin;China:?:1;
FuBin;China:?:1;
Fu-Cai;China:?:1;
Fu Cai;China:?:1;
FuCai;China:?:1;
Fu-Chang;China:?:1;
Fu Chang;China:?:1;
FuChang;China:?:1;
Fu-Cheng;China:?:1;
Fu Cheng;China:?:1;
FuCheng;China:?:1;
Fu-Chun;China:?:2;
Fu Chun;China:?:2;
FuChun;China:?:2;
Fu-De;China:?:1;
Fu De;China:?:1;
FuDe;China:?:1;
Fu-Dong;China:?:1;
Fu Dong;China:?:1;
FuDong;China:?:1;
Fuencisla;Spain:F:3;
Fuensanta;Spain:F:2;
Fu-Feng;China:?:1;
Fu Feng;China:?:1;
FuFeng;China:?:1;
Fu-Gang;China:?:1;
Fu Gang;China:?:1;
FuGang;China:?:1;
Fu-Gen;China:?:1;
Fu Gen;China:?:1;
FuGen;China:?:1;
Fügen;Turkey:F:1;
Fu-Guang;China:?:1;
Fu Guang;China:?:1;
FuGuang;China:?:1;
Fu-Gui;China:?:1;
Fu Gui;China:?:1;
FuGui;China:?:1;
Fu-Guo;China:?:1;
Fu Guo;China:?:1;
FuGuo;China:?:1;
Fu-Hai;China:?:1;
Fu Hai;China:?:1;
FuHai;China:?:1;
Fu-Hua;China:?:2;
Fu Hua;China:?:2;
FuHua;China:?:2;
Fu-Jian;China:?:1;
Fu Jian;China:?:1;
FuJian;China:?:1;
Fu-Jiang;China:?:1;
Fu Jiang;China:?:1;
FuJiang;China:?:1;
Fu-Jie;China:?:1;
Fu Jie;China:?:1;
FuJie;China:?:1;
Fujiko;Japan:F:3;
Fujio;Japan:M:2;
Fu-Juan;China:?:1;
Fu Juan;China:?:1;
FuJuan;China:?:1;
Fu-Jun;China:?:3;
Fu Jun;China:?:3;
FuJun;China:?:3;
Fu-Kang;China:?:1;
Fu Kang;China:?:1;
FuKang;China:?:1;
Fukuju;Japan:F:1;
Fukuko;Japan:F:1;
Fukumi;Japan:F:1;
Fu-Kun;China:?:1;
Fu Kun;China:?:1;
FuKun;China:?:1;
Fulbert;France:M:1;
Fulden;Turkey:F:2;
Fulga;Romania:F:1;
Fulgence;France:M:1;
Fulgencia;Spain:F:1;
Fulgencio;Spain:M:2;
Fulgentas;Lithuania:M:1;
Fulgenzia;Italy:F:1;
Fulgenzio;Italy:M:1;
Fulguta;Romania:F:1;
Fu-Li;China:?:2;
Fu Li;China:?:2;
FuLi;China:?:2;
Fu-Liang;China:?:1;
Fu Liang;China:?:1;
FuLiang;China:?:1;
Fu-Lin;China:?:1;
Fu Lin;China:?:1;
FuLin;China:?:1;
Fu-Ling;China:?:1;
Fu Ling;China:?:1;
FuLing;China:?:1;
Fülöp;Hungary:M:1;
Fulvia;Italy:F:4,Swiss:F:1,Romania:F:1;
Fulvio;Italy:M:5,Swiss:M:1;
Fulvius;Romania:M:1;
Fulya;Turkey:F:4,Israel:F:1;
Fumi;Japan:F:3;
Fumiaki;Japan:M:5;
Fumie;Japan:F:5;
Fumihiko;Japan:M:3;
Fumihiro;Japan:M:3;
Fumihito;Japan:M:3;
Fumiki;Japan:F:1;
Fumiko;Japan:F:6;
Fu-Min;China:?:2;
Fu Min;China:?:2;
FuMin;China:?:2;
Fu-Ming;China:?:1;
Fu Ming;China:?:1;
FuMing;China:?:1;
Fumio;Japan:M:4;
Fumitoshi;Japan:M:1;
Fumiyo;Japan:F:4;
Fu-Nan;China:?:1;
Fu Nan;China:?:1;
FuNan;China:?:1;
Funda;Turkey:F:6;
Fu-Ning;China:?:1;
Fu Ning;China:?:1;
FuNing;China:?:1;
Funs;the Netherlands:M:1,Latvia:M:1;
Fup;the Netherlands:M:1;
Fu-Peng;China:?:1;
Fu Peng;China:?:1;
FuPeng;China:?:1;
Fu-Ping;China:?:2;
Fu Ping;China:?:2;
FuPing;China:?:2;
Fu-Qiang;China:?:3;
Fu Qiang;China:?:3;
FuQiang;China:?:3;
Fu-Quan;China:?:2;
Fu Quan;China:?:2;
FuQuan;China:?:2;
Furio;Italy:M:2;
Furkan;Turkey:M:4;
Furkat;Kazakhstan:M:4,Kyrgyzstan:M:4,Tajikistan:M:4,Turkmenistan:M:4,Uzbekistan:M:4;
Fu-Rong;China:?:2;
Fu Rong;China:?:2;
FuRong;China:?:2;
Fu-Ru;China:?:1;
Fu Ru;China:?:1;
FuRu;China:?:1;
Fusako;Japan:F:4;
Fusami;Japan:F:1;
Fusao;Japan:M:2;
Fu-Sen;China:?:1;
Fu Sen;China:?:1;
FuSen;China:?:1;
Fu-Shen;China:?:1;
Fu Shen;China:?:1;
FuShen;China:?:1;
Fu-Sheng;China:?:3;
Fu Sheng;China:?:3;
FuSheng;China:?:3;
Fu-Shun;China:?:1;
Fu Shun;China:?:1;
FuShun;China:?:1;
Füsun;Turkey:F:5;
Fu-Tao;China:?:1;
Fu Tao;China:?:1;
FuTao;China:?:1;
Fu-Tian;China:?:1;
Fu Tian;China:?:1;
FuTian;China:?:1;
Futoshi;Japan:M:2;
Fu-Xiang;China:?:1;
Fu Xiang;China:?:1;
FuXiang;China:?:1;
Fu-Xin;China:?:1;
Fu Xin;China:?:1;
FuXin;China:?:1;
Fu-Xing;China:?:1;
Fu Xing;China:?:1;
FuXing;China:?:1;
Fu-Yan;China:?:1;
Fu Yan;China:?:1;
FuYan;China:?:1;
Fu-Ye;China:?:1;
Fu Ye;China:?:1;
FuYe;China:?:1;
Fu-Yi;China:?:1;
Fu Yi;China:?:1;
FuYi;China:?:1;
Fu-Ying;China:?:1;
Fu Ying;China:?:1;
FuYing;China:?:1;
Fu-Yong;China:?:1;
Fu Yong;China:?:1;
FuYong;China:?:1;
Fu-You;China:?:1;
Fu You;China:?:1;
FuYou;China:?:1;
Fu-Yu;China:?:1;
Fu Yu;China:?:1;
FuYu;China:?:1;
Fu-Yuan;China:?:1;
Fu Yuan;China:?:1;
FuYuan;China:?:1;
Fuyuka;Japan:F:2;
Fu-Yun;China:?:1;
Fu Yun;China:?:1;
FuYun;China:?:1;
Fu-Zhen;China:?:1;
Fu Zhen;China:?:1;
FuZhen;China:?:1;
Fu-Zheng;China:?:1;
Fu Zheng;China:?:1;
FuZheng;China:?:1;
Fu-Zhong;China:?:1;
Fu Zhong;China:?:1;
FuZhong;China:?:1;
Fu-Zhou;China:?:1;
Fu Zhou;China:?:1;
FuZhou;China:?:1;
Fyodor;Ukraine:M:3;
Ga;China:?:1,Korea:?:2;
Gaard;the Netherlands:M:1;
Gab;Korea:?:3;
Gabbriella;Italy:F:1;
Gabbriello;Italy:M:1;
Gabe;the Netherlands:M:1;
Gabi;East Frisia:F:4,Germany:F:4,Austria:F:4,Swiss:F:4,Hungary:?M:3;
Gabie;the Netherlands:F:1;
Gabil;Azerbaijan:M:3;
Gabin;France:M:1;
Gabina;Spain:F:1;
Gabino;Portugal:M:1,Spain:M:3;
Gábor;Hungary:M:9;
Gáborné;Hungary:F:5;
Gabrand;East Frisia:M:1;
Gabriel;Ireland:M:2,Portugal:M:4,Spain:M:6,France:M:5,Belgium:M:5,Luxembourg:M:3,East Frisia:M:2,Germany:M:1,Austria:M:4,Swiss:M:5,Estonia:M:2,Slovakia:M:6,Romania:M:7,Moldova:M:3,Armenia:M:3,Georgia:M:2,Israel:M:4,U.S.A.:?M:4;
Gabríel;Iceland:M:2;
Gabriela;Italy:F:2,Portugal:F:4,Spain:F:3,East Frisia:F:3,Germany:F:5,Austria:F:5,Swiss:F:6,Poland:F:4,Czech Republic:F:6,Slovakia:F:8,Romania:F:8,Bulgaria:F:2,Macedonia:F:4,Serbia:F:2,Moldova:F:4;
Gabriele;Belgium:F:2,East Frisia:F:7,Germany:F:8,Austria:F:8,Italy:M:6,Swiss:?:4;
Gabrielė;Lithuania:F:2;
Gabrièle;Swiss:F:1;
Gabriella;Italy:F:7,Malta:F:6,Austria:F:2,Swiss:F:4,Sweden:F:3,Hungary:F:8;
Gabrielle;Great Britain:F:2,Ireland:F:3,U.S.A.:F:3,France:F:5,Belgium:F:5,Luxembourg:F:5,Swiss:F:4,Sweden:F:1;
Gabriëlle;the Netherlands:F:3;
Gabriellina;Italy:F:1;
Gabriello;Italy:M:1;
Gabrieluta;Romania:F:2;
Gabrijel;Croatia:M:3,Slovenia:M:2;
Gabrijela;Croatia:F:2,Serbia:F:3,Slovenia:F:4;
Gaby;the Netherlands:F:4,East Frisia:F:5,Germany:F:4,Austria:F:2,Swiss:F:5,France:?F:1,Belgium:?F:3,Luxembourg:?F:5;
Gad;Israel:M:5;
Gada;Israel:F:1;
Gadalia;Israel:M:1;
Gadi;Israel:M:2;
Gady;Israel:M:2;
Gael;Swiss:M:1;
Gaël;France:?M:4,Belgium:?M:1,Luxembourg:?M:1,Swiss:?M:1;
Gaëla;France:F:1;
Gaële;France:F:1;
Gaëlla;France:F:1;
Gaëlle;France:F:5,Belgium:F:3,Luxembourg:F:2,Swiss:F:2;
Gaenor;Great Britain:F:1;
Gaetan;Swiss:M:1;
Gaëtan;France:M:4,Swiss:M:1;
Gaetana;Italy:F:5,Swiss:F:1;
Gaétane;France:F:2,Belgium:F:2;
Gaetanina;Italy:F:1;
Gaetanino;Italy:M:1;
Gaétanne;France:F:1;
Gaetano;Italy:M:7,Malta:M:5,Swiss:M:3;
Gafia;Romania:F:1;
Gafina;Romania:F:1;
Gafita;Romania:F:2;
Gafur;Kosovo:M:4,Albania:M:4;
Gage;U.S.A.:M:1;
Gagik;Armenia:M:8;
Gahraman;Azerbaijan:M:1;
Gai;Vietnam:?:4;
Gaia;Italy:F:1;
Gaida;Latvia:F:4;
Gaidis;Latvia:M:3;
Gail;Great Britain:?F:5,Ireland:?F:2,U.S.A.:?F:5,Israel:?F:1;
Gai-Ling;China:?:1;
Gai Ling;China:?:1;
GaiLing;China:?:1;
Gaini;Kazakhstan:F:4,Kyrgyzstan:F:4,Tajikistan:F:4,Turkmenistan:F:4,Uzbekistan:F:4;
Gaio;Italy:M:1;
Gai-Ping;China:?:1;
Gai Ping;China:?:1;
GaiPing;China:?:1;
Gair;Great Britain:M:1;
Gaisa;Estonia:F:1,Kazakhstan:F:1,Kyrgyzstan:F:1,Tajikistan:F:1,Turkmenistan:F:1,Uzbekistan:F:1;
Gait;the Netherlands:M:1;
Gaitske;the Netherlands:F:1;
Gaizka;Spain:M:1;
Gajana;Russia:F:2,Ukraine:F:2;
Gak;Korea:?:2;
Gal;Israel:M:6;
Gala;Spain:F:1,Azerbaijan:F:3,Kazakhstan:F:2,Kyrgyzstan:F:2,Tajikistan:F:2,Turkmenistan:F:2,Uzbekistan:F:2;
Galatea;Italy:F:1;
Galatée;France:F:1;
Galdina;Italy:F:1;
Galdino;Italy:M:1;
Gale;U.S.A.:?F:3;
Galeazzo;Italy:M:1;
Galen;U.S.A.:?M:1;
Gali;Kazakhstan:F:3,Kyrgyzstan:F:3,Tajikistan:F:3,Turkmenistan:F:3,Uzbekistan:F:3,Israel:F:2;
Galia;Russia:F:4,Israel:F:5;
Galiano;Portugal:M:1;
Galib;Bosnia and Herzegovina:M:3,Kazakhstan:M:1,Kyrgyzstan:M:1,Tajikistan:M:1,Turkmenistan:M:1,Uzbekistan:M:1;
Galija;Russia:F:3,Kazakhstan:F:2,Kyrgyzstan:F:2,Tajikistan:F:2,Turkmenistan:F:2,Uzbekistan:F:2;
Galilea;U.S.A.:F:1,Italy:F:1;
Galileo;Italy:M:1;
Galileu;Portugal:M:1;
Galin;Bulgaria:M:3;
Galina;Estonia:F:6,Lithuania:F:5,Poland:F:1,Czech Republic:F:3,Romania:F:2,Bulgaria:F:7,Russia:F:8,Belarus:F:7,Moldova:F:9,Ukraine:F:7,Armenia:F:5,Azerbaijan:F:7,Georgia:F:2,Kazakhstan:F:7,Kyrgyzstan:F:7,Tajikistan:F:7,Turkmenistan:F:7,Uzbekistan:F:7,Israel:F:3;
Gaļina;Latvia:F:6;
Galini;Greece:F:1;
Galinka;Bulgaria:F:3,Macedonia:F:1,Kazakhstan:F:1,Kyrgyzstan:F:1,Tajikistan:F:1,Turkmenistan:F:1,Uzbekistan:F:1;
Galip;Turkey:M:2;
Galit;Israel:F:7;
Galiya;Russia:F:3,Kazakhstan:F:5,Kyrgyzstan:F:5,Tajikistan:F:5,Turkmenistan:F:5,Uzbekistan:F:5;
Galja;Bulgaria:F:6,Russia:F:3,Belarus:F:2,Kazakhstan:F:2,Kyrgyzstan:F:2,Tajikistan:F:2,Turkmenistan:F:2,Uzbekistan:F:2;
Galliana;Italy:F:1;
Galliano;Italy:M:1;
Gallo;Italy:M:1;
Gallus;Austria:M:1,Swiss:M:2;
Galo;Spain:M:2;
Galt;East Frisia:M:1;
Galust;Armenia:M:4;
Galvano;Italy:M:1;
Galvin;Great Britain:M:1;
Galya;Bulgaria:F:6,Russia:F:3,Belarus:F:2,Moldova:F:2,Armenia:F:2,Kazakhstan:F:2,Kyrgyzstan:F:2,Tajikistan:F:2,Turkmenistan:F:2,Uzbekistan:F:2;
Galym;Kazakhstan:M:5,Kyrgyzstan:M:5,Tajikistan:M:5,Turkmenistan:M:5,Uzbekistan:M:5;
Galymzhan;Kazakhstan:M:5,Kyrgyzstan:M:5,Tajikistan:M:5,Turkmenistan:M:5,Uzbekistan:M:5;
Galyna;Ukraine:F:6;
Gamal;Arabia/Persia:M:3;
Gamlet;Armenia:M:2,Azerbaijan:M:2;
Gamliel;Israel:M:1;
Gamze;Turkey:F:6;
Gan;China:?:4;
Gana;Bulgaria:F:2,Azerbaijan:F:2,Georgia:F:2;
Ganaël;France:?M:1;
Ganaëlle;France:F:1;
Gancho;Bulgaria:M:5;
Gandert;the Netherlands:M:1;
Gandolfa;Italy:F:1;
Gandolfo;Italy:M:1;
Ganesalingam;India:M:3,Sri Lanka:M:3;
Ganesh;India:M:3,Sri Lanka:M:3;
Ganeshan;India:M:3,Sri Lanka:M:3;
Gang;China:?:8;
Ganga;India:F:2,Sri Lanka:F:2;
Gang-Hua;China:?:1;
Gang Hua;China:?:1;
GangHua;China:?:1;
Gang-Ming;China:?:1;
Gang Ming;China:?:1;
GangMing;China:?:1;
Gangolf;Germany:M:1,Austria:M:1;
Gang-Yi;China:?:1;
Gang Yi;China:?:1;
GangYi;China:?:1;
Gani;Kosovo:M:6,Albania:M:5,Kazakhstan:M:5,Kyrgyzstan:M:5,Tajikistan:M:5,Turkmenistan:M:5,Uzbekistan:M:5;
Ganimet;Turkey:F:2,Kosovo:M:1,Albania:M:1;
Ganimeta;Kosovo:F:1;
Ganimete;Kosovo:F:7;
Ganit;Israel:F:1;
Ganka;Bulgaria:F:7,Macedonia:F:1;
Gan-Lin;China:?:1;
Gan Lin;China:?:1;
GanLin;China:?:1;
Ganna;Ukraine:F:6,Armenia:F:1;
Gan-Rong;China:?:1;
Gan Rong;China:?:1;
GanRong;China:?:1;
Gao;China:?:3;
Gao-Chao;China:?:1;
Gao Chao;China:?:1;
GaoChao;China:?:1;
Gao-Feng;China:?:2;
Gao Feng;China:?:2;
GaoFeng;China:?:2;
Gao-Hong;China:?:1;
Gao Hong;China:?:1;
GaoHong;China:?:1;
Gao-Hua;China:?:1;
Gao Hua;China:?:1;
GaoHua;China:?:1;
Gao-Lin;China:?:1;
Gao Lin;China:?:1;
GaoLin;China:?:1;
Gao-Ping;China:?:1;
Gao Ping;China:?:1;
GaoPing;China:?:1;
Gao-Sheng;China:?:1;
Gao Sheng;China:?:1;
GaoSheng;China:?:1;
Gao-Yong;China:?:1;
Gao Yong;China:?:1;
GaoYong;China:?:1;
Gaqo;Albania:M:3;
Gar;Great Britain:M:1;
Garabet;Romania:M:1;
Garaitz;Spain:F:1;
Garan;Great Britain:F:1;
Garance;France:F:1,Belgium:F:1;
Garbiñe;Spain:F:1;
Garbis;Romania:M:1;
Garbrand;East Frisia:M:2;
Gard;the Netherlands:M:1,Norway:M:3;
Garda;East Frisia:F:1;
Garðar;Iceland:M:6;
Garegin;Armenia:M:6;
Gareth;Great Britain:M:5,Ireland:M:3;
Garett;U.S.A.:M:1;
Garfield;Great Britain:M:1,U.S.A.:M:1;
Gari;Israel:M:1,U.S.A.:?M:1;
Garibaldo;Italy:M:1;
Garik;Armenia:M:5,Azerbaijan:M:2,Kazakhstan:M:2,Kyrgyzstan:M:2,Tajikistan:M:2,Turkmenistan:M:2,Uzbekistan:M:2;
Garikoitz;Spain:M:1;
